sessionid,medium,session_start_time,session_end_time,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Other,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Other,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,660,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,60,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,30,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,OrderPlacedEvent,NULL,15,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,MyAccount,15,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5EF581F7D11EAAE9455C6DEC72138A43.twpfa38n,cpc,5/23/20 11:22 PM,42:00.0,Y,Y,Member,Pageview,Checkout,15,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
A12262E4B956CD31AA5F4CD7BF215BB4.twpfa45n,organic,5/23/20 11:22 PM,22:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Homepage,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,60,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,60,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,15,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Homepage,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Category,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,8.571428571,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,60,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,60,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Homepage,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,10,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,10,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,10,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Other,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Product,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,30,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,OrderPlacedEvent,NULL,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
B539014FAA8A67DCB03D8F310A91C1B0.twpfa47n,social,5/23/20 11:22 PM,46:00.0,Y,Y,Member,Pageview,Checkout,20,N,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Homepage,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Other,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Other,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Homepage,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Product,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Homepage,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Other,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Product,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Product,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
CF7529203E825FB1516CBD4E535BB81A.twpfa118n,affiliate,5/23/20 11:22 PM,31:00.0,N,N,anonymous,Pageview,Homepage,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
535029D4EE67BBFE077E244C433F5E57.twpfa45n,organic,5/23/20 11:23 PM,33:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
535029D4EE67BBFE077E244C433F5E57.twpfa45n,organic,5/23/20 11:23 PM,33:00.0,N,N,anonymous,Pageview,Product,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
535029D4EE67BBFE077E244C433F5E57.twpfa45n,organic,5/23/20 11:23 PM,33:00.0,N,N,anonymous,Pageview,Category,480,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
535029D4EE67BBFE077E244C433F5E57.twpfa45n,organic,5/23/20 11:23 PM,33:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C7826A66FE954BD5A16980F2C681ED66.twpfa45n,web_push,5/23/20 11:23 PM,23:00.0,N,N,anonymous,Pageview,Category,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Other,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Other,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,15,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Other,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Other,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,SearchResult,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
ACF14D0317A0DEFEC0413B041BAFF0BC.twpfa47n,affiliate,5/23/20 11:24 PM,37:00.0,N,N,anonymous,Pageview,Category,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
