sessionid,medium,session_start_time,userid,log_in_status,session_with_order,member_tier,eventaction,tstamp,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,34:00.0,Product,9,49,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,35:00.0,Other,11,46,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,35:00.0,Other,10,48,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,35:00.0,Checkout,12,47,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,36:00.0,Other,13,45,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,37:00.0,Other,14,44,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,37:00.0,Other,15,43,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,37:00.0,Other,16,42,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,38:00.0,Other,17,41,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,39:00.0,Other,18,40,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,40:00.0,Checkout,20,36,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,40:00.0,Other,19,39,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,40:00.0,Other,21,38,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,40:00.0,Other,22,37,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,41:00.0,Checkout,23,35,2,30,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,41:00.0,Homepage,24,34,2,30,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,45:00.0,Product,26,31,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,45:00.0,Category,25,33,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,45:00.0,Other,27,32,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,47:00.0,Category,28,29,2,30,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,47:00.0,Category,29,30,2,30,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,50:00.0,Product,30,28,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,51:00.0,Checkout,31,27,1,120,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,53:00.0,Checkout,32,26,1,120,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,55:00.0,Checkout,33,24,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,55:00.0,Checkout,34,25,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,55:00.0,Checkout,35,23,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,57:00.0,Checkout,36,22,1,120,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,59:00.0,Checkout,37,21,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,00:00.0,Checkout,38,20,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,01:00.0,Category,42,16,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,OrderPlacedEvent,01:00.0,NULL,39,19,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,01:00.0,MyAccount,40,18,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,01:00.0,Checkout,41,17,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,02:00.0,Category,43,15,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,03:00.0,Category,44,14,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,03:00.0,Category,45,13,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,03:00.0,Category,46,12,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,03:00.0,Category,47,11,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,06:00.0,Category,48,10,1,60,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,07:00.0,Product,51,6,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,07:00.0,Category,49,9,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,07:00.0,Checkout,50,8,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,07:00.0,Checkout,52,7,4,15,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,09:00.0,Product,54,4,2,30,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,09:00.0,Category,53,5,2,30,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,16:00.0,Category,55,3,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,16:00.0,Category,56,2,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
B757DAFF458126176928ADA5D070154E.twpfa118n,email,5/23/2020 12:31,b605e7ba-3800-4706-aaa5-38a98cba32c2,Y,Y,Member,Pageview,16:00.0,Category,57,1,3,20,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,31:00.0,Homepage,1,9,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,32:00.0,Other,3,7,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,32:00.0,Category,2,8,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,33:00.0,Product,4,5,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,33:00.0,Product,5,6,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,33:00.0,Product,6,4,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,34:00.0,Product,7,3,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,34:00.0,Checkout,8,2,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
21FC6A5200FEA6CBB96D5970B015BD7F.twpfa49n,cpc,5/23/2020 12:31,ef3b15a8-81cb-4408-a9aa-21070a33336e,N,N,anonymous,Pageview,34:00.0,Product,9,1,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Other,4,37,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Product,1,40,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Product,2,39,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Category,3,38,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Other,5,36,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Other,6,35,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Other,7,41,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Category,8,34,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Product,9,33,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,31:00.0,Product,10,42,10,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,32:00.0,Other,11,32,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,32:00.0,Other,12,31,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Product,13,25,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Product,14,26,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Other,15,27,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Other,16,28,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Other,17,29,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Other,18,30,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Product,19,24,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,33:00.0,Product,20,23,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,34:00.0,Other,23,21,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,34:00.0,Product,21,20,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,34:00.0,Other,22,19,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,34:00.0,Product,24,22,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,35:00.0,Category,25,18,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,35:00.0,Category,26,15,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,35:00.0,Category,27,16,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,35:00.0,Category,28,17,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,37:00.0,Category,29,13,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,37:00.0,Category,30,14,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,38:00.0,Category,31,11,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,38:00.0,Category,32,12,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,NULL,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,39:00.0,Category,34,9,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,39:00.0,Category,33,10,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C541FCA27F2EBE0955A6F59121B97BB0.twpfa36n,social-media,5/23/2020 12:31,956a2765-2dc1-45c8-98b1-34fdac452c9d,N,N,anonymous,Pageview,40:00.0,Category,35,8,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
